square_meters,num_rooms,age,distance_to_city(km),price
208.8791174786013,3,92,22.99797167668053,200374.0904104343
179.38341581414676,2,22,13.98425380075946,268784.84733716305
215.8921041275843,6,33,21.500944920457368,315020.85767621297
256.55302137493743,3,63,10.343638295312331,355111.4684588738
174.92922451403896,7,54,25.48520000078338,234197.1239033517
174.92998714427512,2,70,16.510014268963324,171397.0016848001
259.16280409954163,6,8,28.364626832886,438704.16304096056
221.45449432124633,5,3,3.2856245351769915,438745.70431452943
163.99821056174258,7,65,15.914027911720156,243125.06844413665
211.00872786463347,3,90,23.22720213393326,171466.0480614187
164.2795530423219,5,32,18.404426794134825,266274.4392146521
164.1721543520312,4,31,1.67263007237844,288522.02804077696
197.04551045764964,7,43,29.19782167197254,282429.8011915717
96.9312627152783,7,36,9.649647099201054,198661.91956948733
105.68097930302085,6,90,8.22905812462508,134152.01720673373
159.68690083546295,6,91,15.084136392590809,223511.74535000944
138.7584752137855,3,66,16.72258511817712,121809.84304876202
200.4032599700494,7,59,23.222355990104937,296965.2827788987
143.62691965592649,6,58,12.404936072110685,241859.17279227663
120.20237461742371,4,35,13.758850917404152,181208.27271308177
253.88758378955956,6,48,16.5138375620811,393991.4961798473
175.31835217794966,7,50,12.43722589250758,324604.3191310661
188.9427864000611,2,7,27.521894293933524,182004.21731296505
119.6243096281056,5,49,25.686307032393312,66630.54585074153
160.51860587171848,7,40,14.194237157258472,302337.9533367211
190.95852067590783,4,37,1.005651007782197,349602.7492860783
132.3406218383679,7,85,27.127100370349137,120838.41496130216
203.25773649918398,4,77,4.605760629744492,278725.492987702
157.90543189523666,7,78,8.09086004062734,235766.2320762461
172.2563877814776,5,54,5.418477246596548,298065.4494967009
157.85582530202618,5,67,6.214651529449689,289774.46575014584
271.8471000877169,4,17,24.283448598805208,377732.4725155247
185.17903366508585,7,64,17.8055418083118,278733.29136926506
136.673740783605,5,63,28.726759730635106,113550.52482521503
224.01444498456127,3,11,7.712151857387777,415714.2113589757
129.09598119337105,7,40,15.083412335805786,248057.74910620705
195.5080272833634,5,41,29.34542270339163,209266.15107439077
94.77638324059862,2,59,24.966861913968323,9752.509217217275
124.10976574959457,2,49,22.12985469449424,87385.51108324534
194.95049969797458,3,80,6.480280839752966,241236.4111598425
220.10888034065678,5,82,23.312756626381766,272003.9428145981
193.76631371369592,2,35,11.079388555281614,246099.50236995268
180.43396381064267,7,47,16.38557001435597,272179.6134023007
171.8192816843342,6,70,18.665675178146664,235611.5180168656
117.12643576444745,5,72,18.671547634203367,122109.99536161902
152.3681567537532,3,7,22.069180685491972,188645.34289888316
164.40863813076143,5,24,20.189360686623964,225212.39639164036
234.91091309120796,4,6,2.982755500007105,425868.1371089624
201.76758497788938,4,7,14.263063752524111,350024.98616239626
103.91014022316797,2,87,20.2566265948794,28310.56767341293
200.8601865043423,4,80,9.58379648280613,257252.39375903324
167.91835045124145,3,75,10.078643929275302,166711.67143399763
154.36195770278778,2,30,4.612458884883851,217880.22751038967
214.21928113109155,3,11,13.139834593270804,332322.5301399149
233.6974743192207,7,56,29.618082594879063,300595.91684571217
229.06535845312612,3,65,9.274261477353084,304281.6974434131
146.8230872200236,4,11,16.411669887896842,212217.12754020464
171.4426213231473,7,26,22.553880330593447,276585.51890346594
201.19368328384266,4,45,1.3914208556438492,368580.211336215
231.1215344725243,3,6,27.112747228350667,291593.7643135098
163.5476378907295,4,60,12.209955357023215,224250.89580684016
177.1818620455007,4,57,26.204363614618483,173556.55139946484
134.41508095495897,4,57,2.129482108084863,219390.3297660288
130.24040800151673,5,12,5.2242430040466,290048.10560011526
223.5490432389441,7,52,10.353354179849218,412020.7071372027
248.80538368715762,7,99,11.018391418835083,428531.6434019573
182.46102183741112,7,64,25.58603246781248,254880.36451019763
232.42160840643137,3,48,1.324832346258821,370672.5191744584
202.60453581750016,6,34,19.592241517620707,297068.4681082652
155.83921971896007,3,93,4.808060649177958,213634.62037295825
202.59336796927408,7,94,24.873253870620434,232438.66337382665
257.250105567194,2,16,23.578624712779455,337654.3526514919
184.14182674428406,4,71,15.497709794924818,213626.2182142773
258.48604477804435,4,66,7.16792953985888,402491.79416250176
64.11491029737523,6,9,19.40036633800113,96322.26120593627
223.98460418198573,2,33,5.531491212071724,356582.9388544248
189.84946689026538,5,85,6.51068998518695,264301.6470817431
171.91666005983478,3,3,19.17400716453537,244163.5594825171
190.0684257112389,5,95,29.745624936570103,159197.13487277192
93.48044256341663,2,28,26.84076428032384,30764.638747839028
175.6019113021158,6,45,18.200113372826635,259607.9648648208
202.39441461557786,2,74,16.61756629425529,201310.4124446847
254.45639521931054,6,45,29.95316152023515,339171.8698346334
161.73157095586166,5,76,16.874517281382918,180714.3796607648
148.25025940520712,5,58,13.183379136823874,195285.642865558
162.49863268993292,2,60,27.377110537484903,98311.679050967
228.3278014704379,2,67,7.791344580209359,294749.0331322286
201.07698217035684,4,65,3.82825371860746,300407.1353553515
161.19784389471542,6,33,19.38861099649308,268809.2235933
209.64804216926504,4,85,3.779639379293721,307907.392218401
190.3153977835405,3,4,11.821307571635844,299641.0342830016
230.8010127777385,3,8,13.283744181869896,331679.08686122624
153.1945807097562,2,19,16.87860394442776,225385.71532930213
170.58560179731379,5,20,29.75812682669091,255176.0527828111
167.59198812478158,3,16,7.408469976662243,261941.56706369
117.82353538684092,3,11,11.896934976700448,204273.4316299708
199.56123105006515,4,91,4.834963607909083,285197.935065546
197.93240897566415,4,81,18.620792254963806,257550.5759949348
186.04352773122727,3,66,22.10252228692717,190595.5595415564
174.90907577402436,2,4,14.980227873840487,245500.06900300956
120.05990597564518,4,59,8.12910678040916,124216.26965180151
166.26639378956492,3,52,19.00575980627068,163850.68229271096
169.8863966355568,5,51,16.635573977696637,240528.95476350797
148.53901742875198,4,77,5.964385978707814,216980.5999689191
178.3140367645464,3,47,12.764775114561775,212783.02177349268
204.57476837532056,6,89,13.620715657420654,278624.80540046154
273.422164390081,4,18,29.495914859371556,367053.3086389484
193.91540127275817,6,16,25.62928913251013,261282.67570517008
197.76960197465846,4,53,22.29675285993422,237507.109479007
182.3478755437879,4,67,26.774533739585475,198302.9582493912
96.67619889253656,7,34,22.329047769032734,158156.3125896446
184.57439071457074,7,87,27.198653798646266,221727.92521139697
188.60378359707556,6,40,2.5820403315057314,331204.0351044931
300.22729098811027,2,12,14.22592006874058,425175.3025643356
176.8705446444697,3,32,22.66005172201317,241356.70570317077
199.8133263724098,2,14,17.915578101690393,247054.9218156504
184.1935862295369,2,62,6.079818760372813,270287.04766118404
131.51915213551632,7,14,10.874270509327491,271760.976844772
238.89183396844447,3,30,10.215456875774048,359078.01667956705
220.73441726784966,7,27,8.579060482345744,436811.4119468497
222.55062048807008,7,9,10.950931051905016,437586.6010885836
143.56358864360217,7,56,15.930745365372507,243772.46308355365
250.9678999344482,5,70,25.791201718715005,289885.75963209267
120.68791535670435,2,32,22.518947209418933,67541.03045410919
213.06639229266327,2,6,25.222241416470776,234185.6426648564
287.5559495023122,2,4,26.624508592329505,356515.2661448535
139.7941018931918,5,89,13.068363226830613,166782.3318398971
159.50062101335683,4,79,11.034762236775668,224099.36670871015
190.43495538536857,6,56,2.6710780688406928,359865.2911578706
162.41880065282137,6,71,27.984257034416597,181009.98281937375
113.77535763183153,5,85,2.908867520206174,186987.92532061177
188.99085302420218,2,97,22.49292994574364,113368.88831115833
136.46039904185184,6,39,11.965140829502028,241846.90784314496
207.80507879165015,5,27,28.5146424604764,268561.86219908734
143.09736518348848,7,35,13.16845860708974,285399.35382384225
257.80277801467224,3,55,24.681642189286777,276465.1080370123
149.42270969104328,6,46,9.19699013274662,228462.83510808187
170.8457594799721,3,70,9.673572800071554,221002.7985876265
223.59509502264723,2,39,18.27006288647459,277740.4769021199
128.6305062051681,6,58,29.94149637751674,116389.99825352873
196.37185515226372,5,42,16.009600121396694,295571.91250286205
246.5247416505502,4,91,28.152950455405424,263846.401865811
111.13599252977913,6,65,23.801245019213106,106256.42078129224
194.38251967961335,6,8,24.080065111139813,299874.3969910522
197.87794561703066,6,5,13.64283968473416,367857.7400372376
222.12284512836376,6,64,12.209725255011218,329191.7955248553
128.3477840536468,5,2,6.565732434633646,269362.09001002053
124.46880963731574,5,73,28.954296742525955,81919.40395936537
210.05096863525333,4,36,28.82241476087078,271774.38790331886
199.60138354869136,5,86,22.6649642949953,216986.71586494325
197.4417686378415,5,32,9.591321045727415,342830.5833461931
201.8990390034488,2,8,8.110206669926182,335804.9344704371
